,,,,,,
,,,,,,
,,,,,,
,"DERIVED SOURCE
(INPUT)",CATEGORY-2,CATEGORY-3,CATEGORY-4,CATEGORY-5,CATEGORY-6
,MATHEMATICS & STATISTICS,Calculus,Derivatives & Differentiation,Derivative Definition,Differentiability,Derivative Existence Conditions
,MATHEMATICS & STATISTICS,Calculus,Derivatives & Differentiation,Derivative Definition,Differentiability,Relationship to Continuity
,MATHEMATICS & STATISTICS,Calculus,Derivatives & Differentiation,Differentiation Rules,Power Rule,Basic Power Rule
,MATHEMATICS & STATISTICS,Calculus,Derivatives & Differentiation,Differentiation Rules,Power Rule,Extended Power Rule
,MATHEMATICS & STATISTICS,Calculus,Derivatives & Differentiation,Differentiation Rules,Product & Quotient Rules,Product Rule Application
,MATHEMATICS & STATISTICS,Calculus,Derivatives & Differentiation,Differentiation Rules,Product & Quotient Rules,Quotient Rule Application
,MATHEMATICS & STATISTICS,Calculus,Derivatives & Differentiation,Differentiation Rules,Chain Rule,Composite Function Differentiation
,MATHEMATICS & STATISTICS,Calculus,Derivatives & Differentiation,Differentiation Rules,Chain Rule,Implicit Differentiation
,MATHEMATICS & STATISTICS,Calculus,Derivatives & Differentiation,Applications of Derivatives,Optimization Problems,Critical Point Analysis
,MATHEMATICS & STATISTICS,Calculus,Derivatives & Differentiation,Applications of Derivatives,Optimization Problems,Maximum & Minimum Problems
,MATHEMATICS & STATISTICS,Calculus,Derivatives & Differentiation,Applications of Derivatives,Related Rates,Rate of Change Problems
,MATHEMATICS & STATISTICS,Calculus,Derivatives & Differentiation,Applications of Derivatives,Related Rates,Applied Rate Problems
,MATHEMATICS & STATISTICS,Calculus,Derivatives & Differentiation,Higher-Order Derivatives,Second Derivatives,Concavity Analysis
,MATHEMATICS & STATISTICS,Calculus,Derivatives & Differentiation,Higher-Order Derivatives,Second Derivatives,Inflection Points
,MATHEMATICS & STATISTICS,Calculus,Derivatives & Differentiation,Higher-Order Derivatives,nth Derivatives,Pattern Recognition
,MATHEMATICS & STATISTICS,Calculus,Derivatives & Differentiation,Higher-Order Derivatives,nth Derivatives,Taylor Polynomial Applications
,MATHEMATICS & STATISTICS,Calculus,Integrals & Integration,Indefinite Integrals,Antiderivative Concept,Antiderivative Definition
,MATHEMATICS & STATISTICS,Calculus,Integrals & Integration,Indefinite Integrals,Antiderivative Concept,Constant of Integration
,MATHEMATICS & STATISTICS,Calculus,Integrals & Integration,Indefinite Integrals,Basic Integration Rules,Power Rule for Integration
,MATHEMATICS & STATISTICS,Calculus,Integrals & Integration,Indefinite Integrals,Basic Integration Rules,Exponential & Logarithmic Integration
,MATHEMATICS & STATISTICS,Calculus,Integrals & Integration,Indefinite Integrals,Basic Integration Rules,Trigonometric Integration
,MATHEMATICS & STATISTICS,Calculus,Integrals & Integration,Definite Integrals,Riemann Sums,Rectangular Approximations
,MATHEMATICS & STATISTICS,Calculus,Integrals & Integration,Definite Integrals,Riemann Sums,Trapezoidal & Simpson's Rules
,MATHEMATICS & STATISTICS,Calculus,Integrals & Integration,Definite Integrals,Fundamental Theorem of Calculus,FTC Part I
,MATHEMATICS & STATISTICS,Calculus,Integrals & Integration,Definite Integrals,Fundamental Theorem of Calculus,FTC Part II
,MATHEMATICS & STATISTICS,Calculus,Integrals & Integration,Integration Techniques,Substitution Method,u-Substitution
,MATHEMATICS & STATISTICS,Calculus,Integrals & Integration,Integration Techniques,Substitution Method,Trigonometric Substitution
,MATHEMATICS & STATISTICS,Calculus,Integrals & Integration,Integration Techniques,Integration by Parts,Parts Formula Application
,MATHEMATICS & STATISTICS,Calculus,Integrals & Integration,Integration Techniques,Integration by Parts,Repeated Integration by Parts
,MATHEMATICS & STATISTICS,Calculus,Integrals & Integration,Integration Techniques,Partial Fractions,Linear Factor Decomposition
,MATHEMATICS & STATISTICS,Calculus,Integrals & Integration,Integration Techniques,Partial Fractions,Irreducible Quadratic Factors
,MATHEMATICS & STATISTICS,Calculus,Integrals & Integration,Applications of Integration,Area Calculations,Area Between Curves
,MATHEMATICS & STATISTICS,Calculus,Integrals & Integration,Applications of Integration,Area Calculations,Area in Polar Coordinates
,MATHEMATICS & STATISTICS,Calculus,Integrals & Integration,Applications of Integration,Volume Calculations,Disk & Washer Methods
,MATHEMATICS & STATISTICS,Calculus,Integrals & Integration,Applications of Integration,Volume Calculations,Shell Method
,MATHEMATICS & STATISTICS,Calculus,Multivariable Calculus,Partial Derivatives,Partial Derivative Definition,Partial Derivative Notation
,MATHEMATICS & STATISTICS,Calculus,Multivariable Calculus,Partial Derivatives,Partial Derivative Definition,Geometric Interpretation
,MATHEMATICS & STATISTICS,Calculus,Multivariable Calculus,Partial Derivatives,Higher-Order Partial Derivatives,Mixed Partial Derivatives
,MATHEMATICS & STATISTICS,Calculus,Multivariable Calculus,Partial Derivatives,Higher-Order Partial Derivatives,Clairaut's Theorem
,MATHEMATICS & STATISTICS,Calculus,Multivariable Calculus,Multiple Integrals,Double Integrals,Iterated Integrals
,MATHEMATICS & STATISTICS,Calculus,Multivariable Calculus,Multiple Integrals,Double Integrals,Change of Variables
,MATHEMATICS & STATISTICS,Calculus,Multivariable Calculus,Multiple Integrals,Triple Integrals,Cylindrical Coordinates
,MATHEMATICS & STATISTICS,Calculus,Multivariable Calculus,Multiple Integrals,Triple Integrals,Spherical Coordinates
,MATHEMATICS & STATISTICS,Calculus,Multivariable Calculus,Gradient & Directional Derivatives,Gradient Vector,Gradient Calculation
,MATHEMATICS & STATISTICS,Calculus,Multivariable Calculus,Gradient & Directional Derivatives,Gradient Vector,Gradient Properties
,MATHEMATICS & STATISTICS,Calculus,Multivariable Calculus,Gradient & Directional Derivatives,Directional Derivatives,Maximum Rate of Change
,MATHEMATICS & STATISTICS,Calculus,Multivariable Calculus,Gradient & Directional Derivatives,Directional Derivatives,Level Curves & Surfaces
,MATHEMATICS & STATISTICS,Calculus,Vector Calculus,Vector Fields,Vector Field Definition,Vector Field Representation
,MATHEMATICS & STATISTICS,Calculus,Vector Calculus,Vector Fields,Vector Field Definition,Conservative Vector Fields
,MATHEMATICS & STATISTICS,Calculus,Vector Calculus,Vector Fields,Divergence & Curl,Divergence Calculation
,MATHEMATICS & STATISTICS,Calculus,Vector Calculus,Vector Fields,Divergence & Curl,Curl Calculation
,MATHEMATICS & STATISTICS,Calculus,Vector Calculus,Line Integrals,Scalar Line Integrals,Arc Length Parameterization
,MATHEMATICS & STATISTICS,Calculus,Vector Calculus,Line Integrals,Scalar Line Integrals,Work & Circulation
,MATHEMATICS & STATISTICS,Calculus,Vector Calculus,Line Integrals,Vector Line Integrals,Fundamental Theorem for Line Integrals
,MATHEMATICS & STATISTICS,Calculus,Vector Calculus,Line Integrals,Vector Line Integrals,Green's Theorem
,MATHEMATICS & STATISTICS,Calculus,Vector Calculus,Surface Integrals,Scalar Surface Integrals,Surface Area Calculation
,MATHEMATICS & STATISTICS,Calculus,Vector Calculus,Surface Integrals,Scalar Surface Integrals,Flux Through Surfaces
,MATHEMATICS & STATISTICS,Calculus,Vector Calculus,Surface Integrals,Vector Surface Integrals,Stokes' Theorem
,MATHEMATICS & STATISTICS,Calculus,Vector Calculus,Surface Integrals,Vector Surface Integrals,Divergence Theorem
,MATHEMATICS & STATISTICS,Calculus,Differential Equations,First-Order Differential Equations,Separable Equations,Variable Separation Method
,MATHEMATICS & STATISTICS,Calculus,Differential Equations,First-Order Differential Equations,Separable Equations,Initial Value Problems
,MATHEMATICS & STATISTICS,Calculus,Differential Equations,First-Order Differential Equations,Linear First-Order Equations,Integrating Factor Method
,MATHEMATICS & STATISTICS,Calculus,Differential Equations,First-Order Differential Equations,Linear First-Order Equations,Homogeneous Equations
,MATHEMATICS & STATISTICS,Calculus,Differential Equations,Higher-Order Differential Equations,Second-Order Linear Equations,Homogeneous Solutions
,MATHEMATICS & STATISTICS,Calculus,Differential Equations,Higher-Order Differential Equations,Second-Order Linear Equations,Particular Solutions
,MATHEMATICS & STATISTICS,Calculus,Differential Equations,Higher-Order Differential Equations,Characteristic Equations,Distinct Real Roots
,MATHEMATICS & STATISTICS,Calculus,Differential Equations,Higher-Order Differential Equations,Characteristic Equations,Complex & Repeated Roots
,MATHEMATICS & STATISTICS,Calculus,Differential Equations,Systems of Differential Equations,Linear Systems,Matrix Methods
,MATHEMATICS & STATISTICS,Calculus,Differential Equations,Systems of Differential Equations,Linear Systems,Eigenvalue Methods
,MATHEMATICS & STATISTICS,Calculus,Differential Equations,Systems of Differential Equations,Nonlinear Systems,Phase Plane Analysis
,MATHEMATICS & STATISTICS,Calculus,Differential Equations,Systems of Differential Equations,Nonlinear Systems,Stability Analysis
,MATHEMATICS & STATISTICS,Calculus,Sequence & Series,Sequences,Sequence Definition,Convergence & Divergence
,MATHEMATICS & STATISTICS,Calculus,Sequence & Series,Sequences,Sequence Definition,Limit of Sequences
,MATHEMATICS & STATISTICS,Calculus,Sequence & Series,Sequences,Types of Sequences,Arithmetic & Geometric Sequences
,MATHEMATICS & STATISTICS,Calculus,Sequence & Series,Sequences,Types of Sequences,Recursive Sequences
,MATHEMATICS & STATISTICS,Calculus,Sequence & Series,Infinite Series,Series Convergence,Convergence Tests
,MATHEMATICS & STATISTICS,Calculus,Sequence & Series,Infinite Series,Series Convergence,Absolute & Conditional Convergence
,MATHEMATICS & STATISTICS,Calculus,Sequence & Series,Infinite Series,Power Series,Radius of Convergence
,MATHEMATICS & STATISTICS,Calculus,Sequence & Series,Infinite Series,Power Series,Taylor & Maclaurin Series
,MATHEMATICS & STATISTICS,Calculus,Sequence & Series,Series Tests,Comparison Tests,Direct Comparison Test
,MATHEMATICS & STATISTICS,Calculus,Sequence & Series,Series Tests,Comparison Tests,Limit Comparison Test
,MATHEMATICS & STATISTICS,Calculus,Sequence & Series,Series Tests,Ratio & Root Tests,Ratio Test Application
,MATHEMATICS & STATISTICS,Calculus,Sequence & Series,Series Tests,Ratio & Root Tests,Root Test Application
,MATHEMATICS & STATISTICS,Calculus,Applications of Calculus,Optimization,Single Variable Optimization,Critical Point Analysis
,MATHEMATICS & STATISTICS,Calculus,Applications of Calculus,Optimization,Single Variable Optimization,First & Second Derivative Tests
,MATHEMATICS & STATISTICS,Calculus,Applications of Calculus,Optimization,Multivariable Optimization,Lagrange Multipliers
,MATHEMATICS & STATISTICS,Calculus,Applications of Calculus,Optimization,Multivariable Optimization,Constrained Optimization
,MATHEMATICS & STATISTICS,Calculus,Applications of Calculus,Physics Applications,Motion & Kinematics,"Position, Velocity, Acceleration"
,MATHEMATICS & STATISTICS,Calculus,Applications of Calculus,Physics Applications,Motion & Kinematics,Related Rate Problems
,MATHEMATICS & STATISTICS,Calculus,Applications of Calculus,Physics Applications,Work & Energy,Work as Line Integral
,MATHEMATICS & STATISTICS,Calculus,Applications of Calculus,Physics Applications,Work & Energy,Conservative Force Fields
,MATHEMATICS & STATISTICS,Calculus,Applications of Calculus,Economics Applications,Marginal Analysis,Marginal Cost & Revenue
,MATHEMATICS & STATISTICS,Calculus,Applications of Calculus,Economics Applications,Marginal Analysis,Elasticity of Demand
,MATHEMATICS & STATISTICS,Calculus,Applications of Calculus,Economics Applications,Growth Models,Exponential Growth & Decay
,MATHEMATICS & STATISTICS,Calculus,Applications of Calculus,Economics Applications,Growth Models,Logistic Growth Models
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Plane Geometry,"Points, Lines, & Planes",Basic Geometric Objects
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Plane Geometry,"Points, Lines, & Planes",Incidence & Betweenness
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Plane Geometry,"Points, Lines, & Planes",Parallel & Perpendicular Lines
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Plane Geometry,Angles,Angle Measurement
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Plane Geometry,Angles,Angle Relationships
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Plane Geometry,Angles,Vertical & Adjacent Angles
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Plane Geometry,Polygons,Triangle Properties
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Plane Geometry,Polygons,Quadrilateral Properties
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Plane Geometry,Polygons,Regular Polygons
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Plane Geometry,Circles,Circle Properties
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Plane Geometry,Circles,Arc & Sector Relationships
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Plane Geometry,Circles,Inscribed & Circumscribed Figures
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Solid Geometry,Three-Dimensional Objects,Polyhedra Properties
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Solid Geometry,Three-Dimensional Objects,Prisms & Pyramids
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Solid Geometry,Three-Dimensional Objects,"Cylinders, Cones, & Spheres"
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Solid Geometry,Surface Area & Volume,Area Formulas
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Solid Geometry,Surface Area & Volume,Volume Formulas
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Solid Geometry,Surface Area & Volume,Cavalieri's Principle
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Congruence & Similarity,Congruent Figures,Congruence Criteria
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Congruence & Similarity,Congruent Figures,"Triangle Congruence (SSS, SAS, ASA)"
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Congruence & Similarity,Similar Figures,Similarity Criteria
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Congruence & Similarity,Similar Figures,"Triangle Similarity (AA, SSS, SAS)"
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Geometric Proofs,Proof Techniques,Direct Proofs
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Geometric Proofs,Proof Techniques,Indirect Proofs
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Geometric Proofs,Proof Techniques,Coordinate Proofs
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Geometric Proofs,Common Theorems,Pythagorean Theorem
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Geometric Proofs,Common Theorems,Triangle Inequality
,MATHEMATICS & STATISTICS,Geometry,Euclidean Geometry,Geometric Proofs,Common Theorems,Parallel Line Theorems
,MATHEMATICS & STATISTICS,Geometry,Coordinate Geometry,Cartesian Coordinates,Coordinate Systems,2D Coordinate Plane
,MATHEMATICS & STATISTICS,Geometry,Coordinate Geometry,Cartesian Coordinates,Coordinate Systems,3D Coordinate Space
,MATHEMATICS & STATISTICS,Geometry,Coordinate Geometry,Cartesian Coordinates,Distance & Midpoint,Distance Formula
,MATHEMATICS & STATISTICS,Geometry,Coordinate Geometry,Cartesian Coordinates,Distance & Midpoint,Midpoint Formula
,MATHEMATICS & STATISTICS,Geometry,Coordinate Geometry,Cartesian Coordinates,Distance & Midpoint,Section Formula
,MATHEMATICS & STATISTICS,Geometry,Coordinate Geometry,Lines & Linear Equations,Slope & Intercepts,Slope Calculation
,MATHEMATICS & STATISTICS,Geometry,Coordinate Geometry,Lines & Linear Equations,Slope & Intercepts,y-intercept & x-intercept
,MATHEMATICS & STATISTICS,Geometry,Coordinate Geometry,Lines & Linear Equations,Line Equations,Point-Slope Form
,MATHEMATICS & STATISTICS,Geometry,Coordinate Geometry,Lines & Linear Equations,Line Equations,Slope-Intercept Form
,MATHEMATICS & STATISTICS,Geometry,Coordinate Geometry,Lines & Linear Equations,Line Equations,Standard Form
,MATHEMATICS & STATISTICS,Geometry,Coordinate Geometry,Lines & Linear Equations,Parallel & Perpendicular Lines,Parallel Line Conditions
,MATHEMATICS & STATISTICS,Geometry,Coordinate Geometry,Lines & Linear Equations,Parallel & Perpendicular Lines,Perpendicular Line Conditions
